Game_ID,Device_ID,Date_ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Rating,Daily_Active_Users,Weekly_Active_Users,Monthly_Active_Users,Downloads,Device_Type,Year,Name,Genre,Age,Age_Group,Price_Category,Targated_Audience,
G4378,DV002,DT029,0.16,0.24,0,0.05,0.45,2.768046631,18128,21671,52740,923177,PC,2008,Viking: Battle for Asgard,Action,23,15-30,Premium,Teen,
G4379,DV003,DT040,0.42,0.02,0,0,0.45,3.009078591,9423,17109,42352,175372,Handheld,,Maze Craze: A Game of Cops 'n Robbers,Action,18,15-30,Standard,Matured(17+),
G4380,DV001,DT016,0,0,0.42,0.03,0.45,1.153591732,19771,11750,33357,905250,Console,1995,Mobile Suit Gundam,Action,36,31-45,Budget,Not Rated,
G4381,DV001,DT040,0.25,0.16,0,0.04,0.45,4.258614359,8331,24054,58410,437681,Console,,Silent Hill: Homecoming,Action,59,46-60,Premium,Everyone,
G4382,DV002,DT030,0,0.06,0,0.39,0.45,4.521447021,13632,8407,48923,359842,PC,2009,SingStar Take That,Misc,0,15-30,Premium,Matured(17+),
G4383,DV005,DT031,0.17,0.13,0.06,0.08,0.45,4.93386783,6931,28360,56834,149868,Mobile,2010,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Shooter,22,15-30,Budget,,
G4384,DV004,DT020,0,0,0.42,0.03,0.45,2.574924374,16324,11667,11544,110756,,1999,Final Fantasy Collection,Role-Playing,33,31-45,Standard,Not Rated,
G4385,DV003,DT029,0.09,0.02,0,0.34,0.45,2.873506532,18812,5166,52709,965822,Handheld,2008,Disney Sing It! High School Musical 3: Senior Year,Misc,,31-45,Standard,Not Rated,
G4386,DV006,DT030,0.4,0.02,0,0.03,0.45,2.460161946,11837,7276,18391,69432,UNKNOWN,2009,NBA Live 10,Sports,15,15-30,Free,Teen,
G4387,DV001,DT025,0.04,0.03,0.36,0.01,0.45,4.889219542,15530,24399,57005,264000,Console,2004,Samurai Warriors: Xtreme Legends,Action,43,31-45,Standard,Not Rated,
G4388,DV005,DT028,0.36,0.05,0,0.05,0.45,4.464941344,16058,14755,41483,951187,Mobile,2007,Tony Hawk's Proving Ground,Sports,29,15-30, ,Everyone,
G4389,DV001,DT015,0.25,0.17,0,0.03,0.45,4.895887739,3280,25211,31135,952937,Console,1994,NHL FaceOff,Sports,23,15-30,Standard,Not Rated,
G4390,DV002,DT026,0.34,0.1,0,0.02,0.45,4.19441247,14067,23865,26722,616656,PC,2005,WWE WrestleMania 21,Fighting,25,15-30,Budget,Matured(17+),
G4391,DV005,DT031,0.38,0.04,0,0.03,0.45,2.492145848,15906,7288,45170,436977,Mobile,2010,Brunswick Pro Bowling,Sports,,15-30,Free,Teen,
G4392,DV002,DT028,0.04,0.26,0,0.14,0.45,4.841161693,13095,22264,26373,411930,PC,2007,Worms: Open Warfare 2,Strategy,19,15-30,Premium,Teen,
G4393,DV003,DT025,0.35,0.09,0,0.01,0.45,1.304863053,7411,14858,17700,226567,Handheld,2004,NBA Live 2005,Sports,24,15-30,Budget,,
G4394,DV003,DT008,0.42,0.02,0,0,0.45,3.458540423,1399,19386,23605,823229,Handheld,1987,Defender II,Shooter,49,46-60,Free,Teen,
G4395,DV005,DT025,0.35,0.09,0,0.01,0.45,4.525921938,5003,5765,16987,448411,Mobile,2004,WWE Day of Reckoning,Fighting,,31-45, ,,
G4396,DV001,DT026,0.13,0,0.31,0.01,0,1.286900093,18642,19412,25380,894112,Console,2005,Dragon Quest Heroes: Rocket Slime,Action,0,31-45,Budget,Not Rated,
G4397,DV003,DT024,0.36,0.07,0,0.01,0.45,3.912197165,13175,5173,40378,160324,Handheld,2003,ATV Quad Power Racing 2,Racing,24,15-30,Standard,Everyone,
G4398,DV005,DT021,0.25,0.17,0,0.03,0.45,2.963697938,1195,26878,53333,687495,Mobile,2000,Walt Disney World Quest: Magical Racing Tour,Racing,20,15-30,Standard,Teen,
G4399,DV002,DT023,0.22,0.17,0,0.06,0.45,3.929658956,11640,10784,39459,79153,PC,2002,Sled Storm,Racing,18,15-30,Free,Not Rated,
G4400,DV004,DT017,0.14,0.09,0.19,0.03,0.45,2.044182237,9309,8117,14140,222618,,1996,Vandal Hearts,Role-Playing,41,31-45,Budget,Matured(17+),
G4401,DV002,DT036,0.13,0.16,0.13,0.03,0.45,1.696167945,12616,24202,50168,209841,PC,2015,Mario Tennis Ultra Smash,Sports,19,15-30,Premium,Everyone,
G4402,DV005,DT029,0,0.22,0,0.05,0.45,4.324867794,3585,25374,17832,608400,Mobile,2008,Celebrity Sports Showdown,Sports,28,15-30,Standard,Teen,
G4403,DV005,DT002,0.42,0.03,0,0,0.45,3.598600764,13790,25543,34343,160437,Mobile,1981,Jawbreaker,Action,18,15-30,Standard,Teen,
G4404,DV005,DT025,0.22,0.17,0,0.06,0.45,4.266612898,16006,22125,19564,944192,Mobile,2004,Scooby-Doo! Mystery Mayhem,Action,33,31-45,Standard,Everyone,
G4405,DV001,DT025,0.32,0.12,0,0.01,0.45,1.00502343,14527,9538,36063,337106,Console,2004,Mario Golf: Advance Tour,Sports,39,31-45,Budget,Teen,
G4406,DV005,DT029,0.11,0.22,0,0.12,0.45,2.244816478,6431,22344,46678,280347,Mobile,2008,Crash: Mind Over Mutant,Platform,17,15-30,Standard,Not Rated,
G4407,DV001,DT030,0.24,0.16,0,0.04,0.45,2.2957269,6440,27185,32324,680863,Console,2009,Karaoke Revolution,Misc,20,15-30,Premium,,
G4408,DV003,DT030,0.42,0,0,0.03,0.45,3.530672069,15681,18504,24607,488004,Handheld,2009,Discovery Kids: Kitten Corner,Simulation,24,15-30,Budget,Matured(17+),
G4409,DV002,DT034,0.3,0.11,0,0.04,0.45,1.634009229,10120,9909,54696,725583,PC,2013,Just Dance 2014,Misc,26,15-30,Standard,Everyone,
G4410,DV005,DT025,0.22,0.17,0,0.06,0.44,2.860864601,8494,19268,32629,526760,Mobile,2004,Yu-Gi-Oh! Capsule Monster Coliseum,Misc,,31-45,Standard,Not Rated,
G4411,DV001,DT034,0.21,0.15,0,0.08,0.44,2.010254901,10529,10800,40846,980148,Console,2013,Payday 2,Shooter,0,31-45,Premium,Matured(17+),
G4412,DV005,DT027,0.37,0.01,0,0.06,0.44,2.343155286,2650,14054,16474,112694,Mobile,2006,Major League Baseball 2K6,Sports,34,31-45,Budget,Everyone,
G4413,DV003,DT026,0,0.01,0,0.06,0.44,4.421724544,15250,29574,19157,863789,Handheld,2005,Jampack Volume 13 (RP-M),Misc,0,15-30,Budget,,
G4414,DV005,DT026,0.06,0.33,0.02,0.03,0.44,4.863118465,9962,20658,11721,219950,Mobile,2005,World Soccer Winning Eleven 9,Sports,28,15-30,Budget,Everyone,
G4415,DV001,DT020,0.42,0.02,0,0,0.44,2.793286374,6443,9531,30813,236085,Console,1999,NBA Live 2000,,51,46-60,Standard,Matured(17+),
G4416,DV001,DT025,0.22,0.17,0,0.06,0.44,3.273302783,1616,26172,41434,902121,Console,2004,Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,16,15-30,Budget,Not Rated,
G4417,DV003,DT026,0.37,0.01,0,0.06,0.44,1.713915678,10793,20555,37974,780186,Handheld,2005,SpongeBob SquarePants: Lights,,,,,,
G4418,DV005,DT036,0.19,0.21,0,0.04,0.44,2.945841271,12025,17960,31744,515181,Mobile,2015,Disney Infinity 3.0,Action,29,15-30,Standard,Matured(17+),
G4419,DV004,DT030,0.3,0.11,0,0.04,0.44,3.118244423,7326,5054,50941,334420,,2009,TouchMaster 3,,55,46-60,Free,Matured(17+),
G4420,DV005,DT023,0.22,0.17,0,0.06,0.44,1.225627393,8914,16562,50184,430826,Mobile,2002,The Thing,Adventure,38,31-45,Budget,,
G4421,DV005,DT036,0.2,0.21,0,0.04,0.44,1.610345461,1308,11943,50667,487995,Mobile,2015,Disney Infinity 3.0,Action,37,31-45,Budget,Teen,
G4422,DV001,DT025,0.22,0.17,0,0.06,0.44,1.98121235,13049,7505,15143,619997,Console,2004,Van Helsing,,28,15-30,Standard,Teen,
G4423,DV004,DT026,0.3,0.12,0,0.02,0.44,4.714969192,11999,11870,14383,925049,,2005,X-Men Legends II: Rise of Apocalypse,Role-Playing,50,46-60,Budget,Teen,
G4424,DV002,DT030,0.41,0,0,0.03,0.44,1.269532792,8614,24871,42090,243949,PC,2009,Food Network: Cook or Be Cooked,Misc,18,15-30,Budget,Teen,
G4425,DV002,DT033,0.28,0.13,0,0.04,0.44,1.209903898,4277,8072,39930,289576,PC,2012,Transformers: Fall of Cybertron,Action,23,15-30,Standard,Not Rated,
G4426,DV001,DT034,0.14,0.2,0.03,0.08,0.44,1.546970638,10363,14436,30173,17779,Console,2013,Metro: Last Light,,19,15-30,Premium,Not Rated,
G4427,DV004,DT025,0.4,0.01,0.02,0,0.44,3.976805274,18705,21655,10492,165087,,2004,The Urbz: Sims in the City (all regions sales),Simulation,25,15-30,Standard,Everyone,
G4428,DV001,DT024,0.22,0.17,0,0.06,0.44,4.454058433,8832,9077,18081,808632,Console,2003,Spawn: Armageddon,Action,25,15-30,Standard,Not Rated,
G4429,DV005,DT027,0.33,0.1,0,0.02,0.44,2.412487937,3008,10522,21687,262715,Mobile,2006,The Godfather (US sales),Action,15,15-30,Budget,Matured(17+),
G4430,DV002,DT034,0.26,0.13,0.01,0.04,0.44,3.600568966,15286,22050,21142,811607,PC,2013,DmC: Devil May Cry,Action,29,15-30, ,Teen,
G4431,DV006,DT037,0.26,0.15,0,0.04,0.44,2.827134718,13792,21454,55729,300824,UNKNOWN,2016,Plants vs. Zombies: Garden Warfare 2,Shooter,28,15-30,Budget,Teen,
G4432,DV003,DT017,0,0,0.41,0.03,0.44,2.427542752,5450,11959,41305,348487,Handheld,1996,World Stadium EX,Sports,26,15-30,Free,Everyone,
G4433,DV003,DT023,0,0.08,0,0.01,0.44,2.835602419,8309,13093,17899,136182,Handheld,2002,Tiger Woods PGA Tour 2003,Sports,,15-30,Free,Not Rated,
G4434,DV005,DT026,0.37,0.01,0,0.06,0.44,2.904148384,2222,15894,12918,514038,Mobile,2005,Battlefield 2: Modern Combat,,43,31-45,Budget,Matured(17+),
G4435,DV003,DT030,0.19,0.2,0,0.05,0.44,4.52839557,4681,18552,55999,214899,Handheld,2009,G-Force,Action,27,15-30,Standard,Everyone,
G4436,DV006,DT030,0.25,0.15,0,0.04,0.44,2.936981914,6753,5934,57207,533908,UNKNOWN,2009,Ben 10 Alien Force: Vilgax Attacks,Action,17,15-30,Premium,Teen,
G4437,DV001,DT026,0.33,0.1,0,0.02,0.44,1.086956982,10684,18229,54432,388098,Console,2005,50 Cent: Bulletproof,Action,21,15-30,Free,Matured(17+),
G4438,DV002,DT024,0,0,0.43,0.01,0.44,4.499558082,8006,12772,16944,983312,PC,2003,Densetsu no Stafi 2,Platform,,15-30,Premium,Teen,
G4439,DV001,DT018,0.25,0.17,0,0.03,0.44,1.699788349,10839,23826,42735,203179,Console,1997,Independence Day,,21,15-30,Standard,,
G4440,DV003,DT032,0.18,0.22,0,0.04,0.44,4.092112783,17624,22518,35824,873198,Handheld,2011,Need for Speed: Shift 2 Unleashed,Racing,0,15-30,Premium,Matured(17+),
G4441,DV006,DT020,0.07,0.05,0.3,0.03,0.44,1.551751642,4978,16378,27440,368410,UNKNOWN,1999,Chocobo Racing,Racing,19,15-30,Premium,,
G4442,DV005,DT033,0.19,0.1,0.11,0.05,0.44,2.221478913,1787,18492,36950,256812,Mobile,2012,Ninja Gaiden 3,Action,59,46-60,Standard,Matured(17+),
G4443,DV006,DT032,0.28,0.12,0,0.04,0.44,2.174337865,2055,6488,37404,910705,UNKNOWN,2011,Child of Eden,Shooter,30,15-30,Budget,Teen,
G4444,DV001,DT027,0.33,0.1,0,0.02,0.44,1.020950492,18577,8438,42617,403080,Console,2006,LEGO Star Wars II: The Original Trilogy,Action,,31-45,Free,Matured(17+),
G4445,DV001,DT029,0.1,0.29,0,0.05,0.44,4.579452073,2309,11551,36831,341070,Console,2008,Family Fest Presents Circus Games,Misc,44,31-45,Standard,Not Rated,
G4446,DV003,DT028,0,0.01,0,0.03,0.44,1.364680058,17193,14247,12749,610589,Handheld,2007,My Spanish Coach,Misc,26,15-30,Standard,Matured(17+),
G4447,DV005,DT028,0.36,0.04,0.01,0.04,0.44,1.737926913,18378,7354,28279,784364,Mobile,2007,The Darkness,Shooter,17,15-30,Premium,Everyone,
G4448,DV004,DT026,0,0,0.44,0,0.44,1.120172263,6687,5224,17093,433081,,2005,Gundam SEED: Federation vs. Z.A.F.T.,Shooter,,31-45, ,Matured(17+),
G4449,DV005,DT021,0.25,0.17,0,0.03,0.44,1.95557529,10441,19403,19863,517125,Mobile,2000,Ms. Pac-Man Maze Madness,Puzzle,36,31-45,Premium,Everyone,
G4450,DV002,DT017,0.25,0.17,0,0.03,0.44,2.044144233,10897,23864,11541,691338,PC,1996,Blood Omen: Legacy of Kain,Role-Playing,22,15-30,Free,Not Rated,
G4451,DV002,DT017,0,0,0.44,0,0.44,1.329280126,10259,10751,44694,947261,PC,1996,Super Bomberman 4,Puzzle,0,31-45,Standard,Teen,
G4452,DV002,DT012,0.16,0.03,0.15,0.1,0.44,2.676845268,1691,5498,44390,352176,PC,1991,Bomberman II,Puzzle,42,31-45,Premium,Everyone,
G4453,DV001,DT018,0.35,0.08,0,0.01,0.44,1.961649036,12442,16739,12130,374331,Console,1997,Duke Nukem 64,Shooter,,15-30,Free,Teen,
G4454,DV002,DT030,0.2,0,0.06,0.04,0.44,3.942236971,19111,7273,43367,560329,PC,2009,Sin and Punishment: Star Successor,Shooter,18,15-30,Budget,Not Rated,
G4455,DV002,DT030,0.41,0,0,0.03,0.44,3.241695956,4672,21457,13567,610603,PC,2009,Jump Start Pet Rescue,Misc,57,46-60,Standard,Everyone,
G4456,DV001,DT031,0.18,0.18,0,0.07,0.44,3.777637709,19851,13709,17815,549703,Console,2010,Naughty Bear,Action,23,15-30,Free,Matured(17+),
G4457,DV003,DT026,0.34,0.09,0,0.01,0.44,3.274030225,15046,13782,34552,454623,Handheld,2005,SpongeBob SquarePants: Lights,,,,,,
G4458,DV003,DT028,0,0,0.44,0,0.44,3.563906211,2321,11133,53525,672414,Handheld,2007,Super Robot Taisen OG: Original Generations,Strategy,15,15-30,Premium,Everyone,
G4459,DV005,DT022,0.24,0.17,0,0.03,0.44,4.737742731,8458,6937,28237,775180,Mobile,2001,Army Men World War: Final Front,,0,15-30,Budget,Teen,
G4460,DV002,DT028,0.41,0,0,0.03,0.44,4.832770272,13347,25981,17543,301945,PC,2007,Petz: Horsez 2,Simulation,32,31-45,Standard,Not Rated,
G4461,DV002,DT028,0.4,0,0,0.03,0.44,2.926209375,12954,6636,58939,630603,PC,2007,Puppy Luv: Spa and Resort,,21,15-30,Premium,,
G4462,DV001,DT030,0.19,0.07,0.12,0.06,0.44,1.96210082,18798,6814,34705,881730,Console,2009,Yu-Gi-Oh! 5D's Tag Force 4,Strategy,28,15-30,Standard,Matured(17+),
G4463,DV001,DT025,0.34,0.08,0,0.02,0.44,2.066124209,11007,28467,50996,989802,Console,2004,MX Unleashed,Racing,38,31-45,Standard,Everyone,
G4464,DV005,DT023,0,0,0.44,0,0.44,1.456225513,16156,7160,12037,127874,Mobile,2002,Jikkyou Powerful Pro Yakyuu 9,,24,15-30,Standard,Everyone,
G4465,DV001,DT021,0.24,0.17,0,0.03,0.44,3.077305789,18423,22104,15202,81842,Console,2000,Grind Session,Sports,46,46-60,Standard,,
G4466,DV003,DT025,0,0,0.43,0.01,0.44,2.157039265,5018,28211,45846,997248,Handheld,2004,Naruto: Gekito Ninja Taisen! 3,,55,46-60,Standard,Not Rated,
G4467,DV001,DT031,0.26,0.14,0,0.04,0.44,1.288201344,8954,8685,57044,153247,Console,2010,Barbie: Groom and Glam Pups,Action,,15-30,Premium,Everyone,
G4468,DV003,DT024,0.34,0.09,0,0.01,0.44,1.182789714,5667,11030,30323,797664,Handheld,2003,Wario World,Platform,37,31-45,Premium,Teen,
G4469,DV005,DT024,0.31,0.12,0,0.01,0.44,3.38113776,11349,12891,10489,679491,Mobile,2003,Scooby-Doo! Mystery Mayhem,Action,20,15-30,Budget,Everyone,
G4470,DV003,DT040,0.41,0.03,0,0,0.44,3.797583828,16842,26605,35555,853853,Handheld,,Super Breakout,Puzzle,31,31-45,Standard,Teen,
G4471,DV003,DT024,0,0,0.44,0,0.44,2.52078385,12715,28288,40586,970250,Handheld,2003,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,Misc,17,15-30,Budget,Teen,
G4472,DV002,DT031,0.41,0,0,0.02,0.44,3.736065203,15649,9438,54427,156986,PC,2010,Deer Drive,Sports,,15-30,Budget,Teen,
G4473,DV005,DT040,0.26,0.14,0,0.04,0.44,3.432481439,19543,19609,49796,111353,Mobile,,Robert Ludlum's The Bourne Conspiracy,Action,25,15-30,Premium,Matured(17+),
G4474,DV005,DT033,0.26,0,0,0.06,0.44,4.468184759,12187,25660,17170,404633,Mobile,2012,Just Dance 4,Misc,35,31-45,Budget,Teen,
G4475,DV001,DT023,0.34,0.09,0,0.01,0.44,3.895850263,4935,24646,47365,760255,Console,2002,TimeSplitters 2,Shooter,48,46-60,Standard,Matured(17+),
G4476,DV002,DT024,0.31,0.12,0,0.01,0.44,2.456362439,9077,17357,58848,785019,PC,2003,Battlebots: Design & Destroy,Action,,31-45,Standard,Teen,
G4477,DV005,DT033,0.28,0.11,0.01,0.03,0.44,4.982404758,4311,13103,21038,61583,Mobile,2012,Devil May Cry HD Collection,Action,23,15-30,Standard,Everyone,
G4478,DV003,DT023,0.34,0.09,0,0.01,0.44,1.586967418,12502,18066,14706,478641,Handheld,2002,Eternal Darkness: Sanity's Requiem,Adventure,21,15-30,Standard,,
G4479,DV002,DT025,0.31,0.12,0,0.01,0.44,1.184051602,14568,20245,44117,984212,PC,2004,Power Rangers: S.P.D.,Action,22,15-30,Premium,,
G4480,DV002,DT026,0.36,0.01,0,0.06,0,4.870986666,3344,23907,26365,322512,PC,2005,Naruto: Ultimate Ninja 3,Fighting,22,15-30,Standard,Everyone,
G4481,DV002,DT030,0,0.06,0,0.38,0.44,2.653699403,4656,16992,28159,624467,PC,2009,SingStar Motown,Misc,39,31-45,Free,Teen,
G4482,DV004,DT017,0,0,0.44,0,0.44,3.699599643,2620,5032,58231,93441,,1996,Neon Genesis Evangelion,Adventure,20,15-30,Budget,Teen,
G4483,DV003,DT028,0.4,0,0,0.03,0.44,2.108264472,13102,26060,35759,109912,Handheld,2007,Nicktoons: Attack of the Toybots,Platform,27,15-30,Standard,Matured(17+),
G4484,DV002,DT026,0,0,0.44,0,0.44,3.939471543,15323,15753,37171,296986,PC,2005,Mobile Suit Gundam: One Year War,,28,15-30,Standard,,
G4485,DV004,DT031,0,0,0.44,0,0.44,1.396547429,12994,18566,42996,879558,,2010,Tongari Boushi to Mahou no Otana,Simulation,18,15-30,Standard,Matured(17+),
G4486,DV002,DT023,0.21,0.17,0,0.06,0.44,2.42916974,16940,10443,54691,310383,PC,2002,NFL Blitz 20-03,Sports,27,15-30,Premium,,
G4487,DV004,DT032,0.41,0,0,0.03,0.44,3.743984003,17210,21108,30159,972499,,2011,Just Dance: Summer Party,Misc,35,31-45,Budget,Everyone,
G4488,DV002,DT028,0.36,0.01,0,0.06,0.44,2.164382353,11958,14204,15386,188383,PC,2007,SpongeBob's Atlantis SquarePantis,Action,15,15-30,Standard,Teen,
G4489,DV002,DT028,0.19,0.09,0.08,0.07,0.44,1.134857413,19979,20714,44533,63420,PC,2007,Dragon Ball Z: Shin Budokai - Another Road,Fighting,57,46-60,Budget,Teen,
G4490,DV002,DT027,0.16,0,0.26,0.01,0.44,4.739486537,18767,9066,56298,143373,PC,2006,Master of Illusion,Puzzle,54,46-60,Free,Teen,
G4491,DV005,DT023,0.35,0.07,0,0.02,0.44,4.320231729,3259,26269,10827,148391,Mobile,2002,Star Wars: Jedi Starfighter,Simulation,0,46-60,Budget,Everyone,
G4492,DV001,DT030,0.41,0,0,0.03,0.44,1.753246674,6083,8055,52262,695190,Console,2009,Remington Great American Bird Hunt,Sports,16,15-30,Free,Everyone,
G4493,DV001,DT025,0.26,0.1,0.07,0.01,0,3.553468137,1863,23137,47021,673147,Console,2004,Classic NES Series: Metroid,Adventure,26,15-30,Budget,Not Rated,
G4494,DV004,DT031,0.19,0.18,0,0.07,0.43,4.872011512,16321,12643,28332,333123,,2010,Alpha Protocol,Role-Playing,28,15-30,Budget,Everyone,
G4495,DV005,DT032,0.2,0.13,0.06,0.03,0.43,1.506714056,9882,23694,43598,911423,Mobile,2011,Tetris Axis,Puzzle,29,15-30,Standard,Everyone,
G4496,DV003,DT030,0.39,0.01,0,0.03,0.43,4.385705794,6514,21703,44489,754378,Handheld,2009,Dora the Explorer: Dora Puppy,Misc,16,15-30,Free,,
G4497,DV003,DT024,0.21,0.17,0,0.06,0.43,3.609571892,4542,16705,13007,693843,Handheld,2003,Primal,,33,31-45,Standard,Everyone,
G4498,DV002,DT022,0.41,0.02,0,0,0.43,1.932368018,15252,18319,39205,89114,PC,2001,Madden NFL 2002,Sports,30,15-30,Standard,Teen,
G4499,DV002,DT025,0.31,0.12,0,0.01,0.43,2.936343238,1729,27949,40624,656488,PC,2004,Need for Speed Underground 2,Racing,,46-60, ,,
G4500,DV005,DT029,0.17,0,0,0.26,0.43,3.242400309,19204,5898,11186,805905,Mobile,2008,007: Quantum of Solace,Action,,15-30,Standard,Teen,
G4501,DV003,DT022,0.24,0.16,0,0.03,0.43,3.623172256,2152,12411,12903,392130,Handheld,2001,Spec Ops: Covert Assault,Shooter,28,15-30,Budget,Matured(17+),
G4502,DV004,DT022,0.32,0.09,0,0.02,0.43,3.879927028,11963,28958,49459,509298,,2001,SSX Tricky,Sports,47,46-60, ,Matured(17+),
G4503,DV002,DT026,0.31,0.12,0,0.01,0.43,2.185437258,13418,17973,52374,332124,PC,2005,Flight Control Rocket,Simulation,56,46-60,Budget,Matured(17+),
G4504,DV001,DT034,0.01,0.36,0,0.06,0.43,4.848709867,1436,20871,39039,912159,Console,2013,FIFA 14,Sports,19,15-30,Free,Matured(17+),
G4505,DV005,DT026,0.36,0.01,0,0.06,0.43,4.365572283,10929,18784,11452,540654,Mobile,2005,The Chronicles of Narnia: The Lion,,,,,,
G4506,DV004,DT035,0.13,0.21,0.01,0.08,0.43,4.432313065,17873,9043,41978,727269,,2014,Trials Fusion,Racing,24,15-30,Standard,Everyone,
G4507,DV002,DT031,0.41,0,0,0.03,0,3.693665877,9556,15810,47859,682897,PC,2010,Wheel of Fortune,Misc,18,15-30,Budget,Teen,
G4508,DV002,DT017,0,0,0.43,0,0.43,3.565563046,14683,29879,58307,918243,PC,1996,NiGHTS into dreams...,Platform,,15-30, ,Teen,
G4509,DV003,DT024,0.4,0.02,0,0.02,0.43,1.750105514,19721,24985,23851,210020,Handheld,2003,NCAA Football 2004,Sports,27,15-30,Free,,
G4510,DV005,DT037,0.22,0.18,0,0.04,0.43,3.185299491,7994,17648,50405,981702,Mobile,2016,Overwatch,Shooter,18,15-30,Budget,Matured(17+),
G4511,DV002,DT036,0.35,0.04,0,0.04,0,4.655615286,19008,7128,46465,420484,PC,2015,Rock Band 4,Misc,34,31-45,Budget,Not Rated,
G4512,DV002,DT031,0.38,0.03,0,0.03,0.43,4.71880283,19007,9494,36210,6742,PC,2010,NBA Jam,Sports,19,15-30,Budget,Everyone,
G4513,DV001,DT024,0.21,0.17,0,0.06,0.43,3.345761938,2784,10875,57238,358995,Console,2003,Bionicle,Action,17,15-30,Free,Everyone,
G4514,DV002,DT037,0.18,0.09,0.14,0.03,0.43,4.50529023,7640,15847,18137,945327,PC,2016,Minecraft,Misc,25,15-30,Standard,Everyone,
G4515,DV002,DT022,0.24,0.16,0,0.03,0.43,3.632792625,10134,29499,32169,934380,PC,2001,MLB 2002,Sports,47,46-60, ,Matured(17+),
G4516,DV005,DT035,0.16,0.2,0,0.07,0.43,1.859462688,13375,13588,28174,584487,Mobile,2014,Sleeping Dogs,Action,39,31-45, ,Everyone,
G4517,DV005,DT021,0.21,0.17,0,0.06,0.43,3.743786282,1941,10553,55370,1898,Mobile,2000,TimeSplitters,Shooter,33,31-45,Free,Matured(17+),
G4518,DV002,DT002,0.4,0.02,0,0,0.43,3.243146692,14851,24477,45223,410483,PC,1981,Barnstorming,Action,52,46-60,Free,Not Rated,
G4519,DV002,DT025,0.21,0,0,0.06,0.43,4.733878006,11026,7164,17285,929068,PC,2004,InuYasha: The Secret of the Cursed Mask,Role-Playing,45,31-45, ,Not Rated,
G4520,DV006,DT030,0.28,0.03,0.1,0.02,0.43,4.555937828,14096,12772,45850,69835,UNKNOWN,2009,Rune Factory 3: A Fantasy Harvest Moon,Role-Playing,19,15-30,Premium,,
G4521,DV005,DT023,0.31,0.11,0,0.01,0.43,1.002026418,9828,26306,13138,573053,Mobile,2002,The Powerpuff Girls: Him and Seek,,19,15-30,Budget,Matured(17+),
G4522,DV003,DT024,0.18,0.07,0.17,0.01,0.43,4.480720245,10548,6759,12804,317742,Handheld,2003,Mega Man Zero 2,Platform,44,31-45,Budget,Not Rated,
G4523,DV003,DT015,0,0,0.43,0,0.43,3.761334507,13628,8506,12555,438753,Handheld,1994,Wonder Project J: Kikai no Shonen Pino,Simulation,19,15-30,Premium,Not Rated,
G4524,DV002,DT031,0.23,0,0.01,0.04,0.43,2.092870346,13803,9704,40206,918436,PC,2010,2010 FIFA World Cup South Africa,Sports,22,15-30,Budget,Not Rated,
G4525,DV004,DT031,0.12,0.07,0.21,0.03,0.43,3.348977048,5460,7619,49458,995278,,2010,Atelier Totori: The Adventurer of Arland,Role-Playing,29,15-30,Standard,Teen,
G4526,DV003,DT033,0.21,0.19,0,0.04,0.43,3.014486524,10322,29901,28704,885331,Handheld,2012,Spec Ops: The Line,Shooter,25,15-30,Standard,Not Rated,
G4527,DV002,DT025,0.31,0.11,0,0.01,0.43,2.027595319,18219,17065,18353,391626,PC,2004,The Fairly Odd Parents: Game Boy Advance Video Volume 1,Misc,26,15-30,Budget,,
G4528,DV001,DT030,0.15,0.04,0,0.24,0.43,2.798142731,11216,18666,45782,132766,Console,2009,Ghostbusters: The Video Game,Action,18,15-30, ,Not Rated,
G4529,DV005,DT024,0.21,0.16,0,0.06,0.43,2.870705505,13799,24442,29128,509604,Mobile,2003,Hunter: The Reckoning  Wayward,Action,21,15-30,Standard,Teen,
G4530,DV003,DT031,0.24,0.15,0,0.04,0.43,4.144506172,4572,14794,38827,144494,Handheld,2010,How to Train Your Dragon,Action,,31-45,Standard,Not Rated,
G4531,DV003,DT028,0.35,0.05,0,0.03,0.43,2.638949321,3473,22257,46963,952706,Handheld,2007,Command & Conquer 3: Tiberium Wars,,44,31-45,Standard,Matured(17+),
G4532,DV002,DT019,0.28,0.14,0,0.01,0.43,1.161648759,4381,17536,59459,922160,PC,1998,WipEout 64,Racing,35,31-45,Standard,Matured(17+),
G4533,DV001,DT018,0.25,0.06,0.07,0.06,0.43,1.009069198,8439,23491,50772,673798,Console,1997,Mischief Makers,Platform,51,46-60,Free,Teen,
G4534,DV005,DT033,0.15,0.22,0,0.06,0.43,1.495094861,2293,13248,14174,546439,Mobile,2012,Max Payne 3,Shooter,32,31-45,Premium,Not Rated,
G4535,DV005,DT029,0.39,0.01,0,0.03,0.43,4.995615332,7546,19137,17638,405075,Mobile,2008,Petz Bunnyz,Simulation,36,31-45,Standard,Teen,
G4536,DV003,DT027,0.33,0.03,0.04,0.03,0.43,2.961432987,2607,16652,14594,459967,Handheld,2006,Castlevania: Portrait of Ruin,Platform,57,46-60,Standard,Teen,
